,Unnamed: 0,Family,Genus,CommonName,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert
465,465,Cebidae,Saimiri,Ecuadorian_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
466,466,Cebidae,Saimiri,Central_American_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
467,467,Cebidae,Saimiri,Guianan_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,468,Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
469,469,Cebidae,Saimiri,Black_headed_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470,470,Cebidae,Sapajus,Guianan_Brown_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
471,471,Cebidae,Sapajus,Hooded_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
472,472,Cebidae,Sapajus,Blond_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
473,473,Cebidae,Sapajus,Bearded_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
474,474,Cebidae,Sapajus,Large_headed_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
475,475,Cebidae,Sapajus,Black_horned_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,476,Cebidae,Sapajus,Crested_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
477,477,Cebidae,Sapajus,Yellow_breasted_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478,478,Galagidae,Sciurocheirus,Bioko_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,479,Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
480,480,Galagidae,Sciurocheirus,Gabon_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
481,481,Galagidae,Sciurocheirus,Makand̩_squirrel_galago,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,482,Cercopithecidae,Semnopithecus,Chamba_Sacred_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
483,483,Cercopithecidae,Semnopithecus,Bengal_Sacred_Langur,1.0,1.0,1.0,0.0,0.0,0.0,0.0
484,484,Cercopithecidae,Semnopithecus,Terai_Sacred_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
485,485,Cercopithecidae,Semnopithecus,Malabar_Sacred_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,486,Cercopithecidae,Semnopithecus,Nilgiri_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
487,487,Cercopithecidae,Semnopithecus,Tufted_Gray_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
488,488,Cercopithecidae,Semnopithecus,Nepal_Sacred_Langur,1.0,0.0,1.0,0.0,0.0,1.0,0.0
489,489,Cercopithecidae,Semnopithecus,Purple_faced_Langur,1.0,0.0,0.0,0.0,0.0,1.0,0.0
490,490,Cercopithecidae,Simias,Pig_tailed_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
491,491,Hylobatidae,Symphalangus,Siamang,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,492,Tarsiidae,Tarsius,Dian_s_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
493,493,Tarsiidae,Tarsius,Makassar_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
494,494,Tarsiidae,Tarsius,Lariang_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,495,Tarsiidae,Tarsius,Peleng_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
496,496,Tarsiidae,Tarsius,Sulawesi_Mountain_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
497,497,Tarsiidae,Tarsius,Great_Sangihe_Tarsier,1.0,0.0,0.0,0.0,1.0,0.0,0.0
498,498,Tarsiidae,Tarsius,Gursky's_Spectral_Tarsier ,,,,,,,
499,499,Tarsiidae,Tarsius,Jatna's_Tarsier,,,,,,,
500,500,Tarsiidae,Tarsius,Selayar_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501,501,Tarsiidae,Tarsius,Siau_Island_Tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502,502,Tarsiidae,Tarsius,Wallace_s_Tarsier,1.0,0.0,0.0,0.0,1.0,0.0,0.0
503,503,Cercopithecidae,Theropithecus,Gelada,0.0,0.0,0.0,1.0,0.0,1.0,0.0
504,504,Cercopithecidae,Trachypithecus,East_Javan_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
505,505,Cercopithecidae,Trachypithecus,Tenasserim_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,506,Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507,507,Cercopithecidae,Trachypithecus,Silvered_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
508,508,Cercopithecidae,Trachypithecus,Delacour_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,509,Cercopithecidae,Trachypithecus,Black_Langur,1.0,0.0,0.0,0.0,0.0,1.0,0.0
510,510,Cercopithecidae,Trachypithecus,Francois_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511,511,Cercopithecidae,Trachypithecus,Golden_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
512,512,Cercopithecidae,Trachypithecus,Germain_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
513,513,Cercopithecidae,Trachypithecus,Hatinh_Langur,1.0,0.0,0.0,0.0,0.0,1.0,0.0
514,514,Cercopithecidae,Trachypithecus,Laos_Langur,1.0,0.0,0.0,0.0,0.0,1.0,0.0
515,515,Cercopithecidae,Trachypithecus,White_headed_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
516,516,Cercopithecidae,Trachypithecus,Annamese_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
517,517,Cercopithecidae,Trachypithecus,West_Javan_Langur,1.0,0.0,0.0,0.0,1.0,0.0,0.0
518,518,Cercopithecidae,Trachypithecus,Dusky_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,519,Cercopithecidae,Trachypithecus,Phayre_s_Langur,1.0,1.0,0.0,0.0,0.0,0.0,0.0
520,520,Cercopithecidae,Trachypithecus,Capped_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
521,521,Cercopithecidae,Trachypithecus,Cat_Ba_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
522,522,Cercopithecidae,Trachypithecus,Selangor_Silvery_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523,523,Cercopithecidae,Trachypithecus,Shortridge_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,524,Lemuridae,Varecia,Red_Ruffed_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
525,525,Lemuridae,Varecia,Black_and_white_Ruffed_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
